Material,Plant,Storage Location,Movement type,Special Stock,Material Document,Material Doc.Item,Posting Date,Qty in unit of entry,Unit of Entry,Order,Cost Center
13574,1608,1117,961,,6911935057,2,5/2/2022,-2.00,EA,323742649,
13597,1608,1117,961,,6912402761,14,6/7/2022,-3.00,EA,323859051,
13597,1608,1117,961,,6912289501,6,5/30/2022,-4.00,EA,323769478,
13597,1608,1117,961,,6912252171,2,5/26/2022,-3.00,EA,323833237,
13597,1608,1117,961,,6912171351,3,5/19/2022,-2.00,EA,323769478,
13597,1608,1117,961,,6911961689,8,5/3/2022,-3.00,EA,323742649,
13597,1608,1117,961,,6911935010,13,5/2/2022,-5.00,EA,323742649,
13597,1608,1117,961,,6911914112,9,4/29/2022,-3.00,EA,323649799,
13597,1608,1117,961,,6911819913,13,4/23/2022,-5.00,EA,323649825,
13597,1608,1117,961,,6911704453,3,4/14/2022,-10.00,EA,323649799,
13597,1608,1117,961,,6911650669,5,4/11/2022,-5.00,EA,323649825,
13597,1608,1117,961,,6910304595,14,1/3/2022,-4.00,EA,323278358,
15964,1608,1117,961,,6912363258,4,6/3/2022,-2.00,EA,323863749,
15964,1608,1117,961,,6912348344,3,6/2/2022,-2.00,EA,323854319,
15964,1608,1111,961,,6912280832,2,5/28/2022,-2.00,EA,323842118,
15964,1608,1117,961,,6912050984,4,5/11/2022,-2.00,EA,323780783,
15964,1608,1111,961,,6912045512,2,5/10/2022,-2.00,EA,323779554,
15964,1608,1111,961,,6911957089,2,5/3/2022,-4.00,EA,323753426,
15964,1608,1111,961,,6911957180,2,5/3/2022,-2.00,EA,323753424,
15964,1608,1117,961,,6911650664,5,4/11/2022,-1.00,EA,323678383,
15964,1608,1117,961,,6911589752,1,4/6/2022,-4.00,EA,323660909,
15964,1608,1111,961,,6911547231,1,4/2/2022,-2.00,EA,323651317,
15964,1608,1117,961,,6911547422,5,4/2/2022,-2.00,EA,323649505,
15964,1608,1111,961,,6911456560,1,3/28/2022,-2.00,EA,323606483,
15964,1608,1117,961,,6911377275,5,3/22/2022,-2.00,EA,323608876,
15964,1608,1111,961,,6911368576,1,3/21/2022,-2.00,EA,323606483,
15964,1608,1111,961,,6911302675,2,3/15/2022,-3.00,EA,323581351,
15964,1608,1111,961,,6911175344,1,3/6/2022,-2.00,EA,323550083,
15964,1608,1117,961,,6911173133,6,3/5/2022,-2.00,EA,323550897,
15964,1608,1117,961,,6911136495,1,3/2/2022,-2.00,EA,323541295,
15964,1608,1117,961,,6910955423,3,2/18/2022,-2.00,EA,323497202,
15964,1608,1117,961,,6910867162,1,2/12/2022,-2.00,EA,323469083,
15964,1608,1117,961,,6910752097,2,2/4/2022,-1.00,EA,323439397,
15964,1608,1117,961,,6910720980,1,2/1/2022,-1.00,EA,323416151,
15964,1608,1111,961,,6910686894,2,1/31/2022,-2.00,EA,323425505,
15964,1608,1117,961,,6910663193,1,1/29/2022,-1.00,EA,323416151,
15964,1608,1111,961,,6910566465,1,1/23/2022,-4.00,EA,323396459,
15964,1608,1111,961,,6910456703,4,1/14/2022,-4.00,EA,323366648,
15964,1608,1111,961,,6910371949,4,1/8/2022,-4.00,EA,323344143,
15964,1608,1111,961,,6910325765,1,1/5/2022,-4.00,EA,323333749,
62718,1608,1117,961,,6911310511,1,3/16/2022,-1.00,EA,323539894,
62718,1608,1117,961,,6911137842,1,3/3/2022,-1.00,EA,323539894,
62718,1608,1117,961,,6910738374,1,2/3/2022,-1.00,EA,323429270,
62718,1608,1117,961,,6910628500,1,1/27/2022,-1.00,EA,323347086,
62718,1608,1117,961,,6910587920,1,1/25/2022,-1.00,EA,323312023,
62797,1608,1111,961,,6912377262,1,6/4/2022,-4.00,EA,323870584,
63695,1608,9003,961,,6910317515,1,1/4/2022,-2.00,EA,323275200,
63784,1608,9003,961,,6911273865,1,3/14/2022,-2.00,EA,323575959,
63836,1608,9003,961,,6911342069,3,3/18/2022,-1.00,EA,323586207,
67371,1608,9003,961,,6911384066,1,3/22/2022,-1.00,EA,323608800,
72133,1608,1111,961,,6911812745,3,4/22/2022,-4.00,EA,323709151,
76137,1608,1111,201,,6911902317,1,4/29/2022,-100.00,EA,,6004510016
76137,1608,1111,201,,6911187902,1,3/7/2022,-50.00,EA,,6004510016
78811,1608,9003,961,,6912216312,1,5/24/2022,-2.00,EA,323826317,
82713,1608,1117,961,,6912008364,2,5/7/2022,-1.00,EA,323748269,
82713,1608,1117,961,,6911570791,2,4/5/2022,-1.00,EA,323657696,
82713,1608,1117,961,,6911327216,1,3/17/2022,-2.00,EA,323582106,
82713,1608,1117,961,,6911272614,2,3/14/2022,-2.00,EA,323539898,
82713,1608,1117,961,,6910861851,2,2/11/2022,-1.00,EA,323463244,
82713,1608,1117,961,,6910418122,2,1/12/2022,-1.00,EA,323357136,
82713,1608,1117,961,,6910375955,1,1/9/2022,-1.00,EA,323346890,
88721,1608,1111,201,,6912100064,1,5/14/2022,-1.00,EA,,6004510293
91025,1608,1111,961,,6912365811,1,6/3/2022,-1.00,EA,323864383,
91025,1608,1111,961,,6912316066,10,5/31/2022,-1.00,EA,323804865,
91025,1608,1111,961,,6912315975,10,5/31/2022,-1.00,EA,323808265,
91026,1608,1111,961,,6911634693,2,4/8/2022,-1.00,EA,323667045,
91026,1608,1111,961,,6910330332,2,1/5/2022,-1.00,EA,323334958,
91026,1608,1111,961,,6910330243,1,1/5/2022,-1.00,EA,323334071,
91026,1608,1111,961,,6910330119,1,1/5/2022,-1.00,EA,323334951,
91026,1608,1111,961,,6910330245,1,1/5/2022,-1.00,EA,323332788,
91026,1608,1111,961,,6910330333,2,1/5/2022,-1.00,EA,323334956,
91787,1608,1111,961,,6912165503,3,5/19/2022,-2.00,EA,323809366,
91787,1608,1117,961,,6911994417,1,5/6/2022,-2.00,EA,323749240,
91787,1608,1117,961,,6911589753,1,4/6/2022,-2.00,EA,323659617,
91787,1608,9003,201,,6911414033,1,3/24/2022,-2.00,EA,,6004510017
91787,1608,1117,961,,6911327391,1,3/17/2022,-4.00,EA,323584624,
91787,1608,1111,961,,6910595409,1,1/25/2022,-4.00,EA,323403738,
96428,1608,9003,201,,6911844686,1,4/26/2022,-4.00,EA,,6004510017
98416,1608,7001,961,,6912182699,1,5/20/2022,-1.00,EA,323817692,
98416,1608,7001,961,,6912182697,1,5/20/2022,-1.00,EA,323788606,
98954,1608,1111,961,,6911175439,2,3/6/2022,-30.00,EA,323550499,
98976,1608,1111,961,,6911175439,1,3/6/2022,-30.00,EA,323550499,
100808,1608,9003,201,,6911938826,4,5/2/2022,-2.00,EA,,6004510157
105395,1608,1111,961,,6910572588,2,1/24/2022,-1.00,EA,323399284,
107645,1608,9003,961,,6911311629,1,3/16/2022,-5.00,EA,323562630,
107645,1608,9003,961,,6911303272,5,3/15/2022,-6.00,EA,323580256,
107645,1608,9003,961,,6911303139,5,3/15/2022,-6.00,EA,323580250,
107645,1608,9003,961,,6911235692,5,3/10/2022,-6.00,EA,323542860,
107645,1608,9003,961,,6911225527,5,3/9/2022,-1.00,EA,323562630,
107645,1608,9003,961,,6910612036,7,1/26/2022,-6.00,EA,323392908,
107645,1608,9003,961,,6910455147,14,1/14/2022,-6.00,EA,323273171,
107645,1608,9003,201,,6910306646,10,1/3/2022,-18.00,EA,,6004510157
107698,1608,9003,961,,6911042030,7,2/25/2022,-4.00,EA,323514733,
108681,1608,9003,961,,6911042030,9,2/25/2022,-10.00,EA,323514733,
109078,1608,9003,961,,6911042030,6,2/25/2022,-10.00,EA,323514733,
109336,1608,1111,961,,6911204291,1,3/8/2022,-15.00,EA,323559090,
111911,1608,9003,201,,6911131555,1,3/2/2022,-1.00,EA,,6004510209
113612,1608,1111,961,,6911441436,2,3/26/2022,-4.00,EA,323626312,
113612,1608,1111,961,,6910532930,1,1/20/2022,-4.00,EA,323386706,
119555,1608,1115,201,,6911832314,3,4/25/2022,-1.00,EA,,6004510003
119555,1608,1111,961,,6910794727,1,2/8/2022,-4.00,EA,323445623,
121561,1608,1111,201,,6911032530,4,2/24/2022,-3.00,EA,,6004510016
122560,1608,1117,961,,6912207125,1,5/23/2022,-6.00,EA,323725543,
122560,1608,1117,962,,6912206721,1,5/5/2022,3.00,EA,323705377,
122560,1608,1117,962,,6912205760,1,5/5/2022,3.00,EA,323684118,
122560,1608,1117,961,,6911983253,1,5/5/2022,-3.00,EA,323684118,
122560,1608,1117,961,,6911983184,1,5/5/2022,-3.00,EA,323705377,
122560,1608,1117,961,,6911623718,2,4/8/2022,-2.00,EA,323565952,
122560,1608,1111,961,,6911609736,1,4/7/2022,-2.00,EA,323660932,
122560,1608,1117,961,,6911023960,1,2/24/2022,-5.00,EA,323421716,
122560,1608,1117,961,,6911017929,1,2/23/2022,-5.00,EA,323497816,
122560,1608,1117,961,,6911017928,1,2/23/2022,-5.00,EA,323509407,
122562,1608,1111,961,,6910325457,1,1/5/2022,-10.00,EA,323333362,
122562,1608,1111,961,,6910325458,1,1/5/2022,-10.00,EA,323333358,
128970,1608,9003,961,,6910342535,2,1/6/2022,-4.00,EA,323340580,
131164,1608,1111,201,,6912375977,2,6/4/2022,-2.00,EA,,6004510293
131164,1608,1111,961,,6910951819,1,2/18/2022,-1.00,EA,322873221,
131166,1608,1111,201,,6912375977,1,6/4/2022,-2.00,EA,,6004510293
131167,1608,1111,201,,6912377146,1,6/4/2022,-50.00,EA,,6004510293
133928,1608,1111,201,,6912389580,5,6/6/2022,-50.00,EA,,6004510293
133928,1608,1111,201,,6912355694,8,6/2/2022,-13.00,EA,,6004510293
133928,1608,1111,201,,6912009469,3,5/7/2022,-30.00,EA,,6004510293
133928,1608,1111,201,,6911219729,10,3/9/2022,-25.00,EA,,6004510293
133928,1608,1111,201,,6910822154,1,2/9/2022,-25.00,EA,,6004510293
133928,1608,1111,201,,6910815950,6,2/9/2022,-25.00,EA,,6004510293
133928,1608,1111,201,,6910500112,8,1/18/2022,-13.00,EA,,6004510293
138985,1608,1111,961,,6912311409,2,5/31/2022,-1.00,EA,323854986,
138985,1608,1111,961,,6912207839,2,5/23/2022,-1.00,EA,323826504,
138985,1608,1111,961,,6912116300,4,5/16/2022,-1.00,EA,323800624,
138985,1608,1111,961,,6912088561,2,5/13/2022,-1.00,EA,323783668,
138985,1608,1111,961,,6912045512,5,5/10/2022,-1.00,EA,323779554,
138985,1608,1111,961,,6912045313,2,5/10/2022,-2.00,EA,323765754,
138985,1608,1111,961,,6911957089,5,5/3/2022,-1.00,EA,323753426,
138985,1608,1111,961,,6910794803,3,2/8/2022,-2.00,EA,323448438,
143356,1608,1111,961,,6911182063,1,3/7/2022,-2.00,EA,323539895,
143356,1608,1117,961,,6910721386,4,2/2/2022,-1.00,EA,323426543,
143356,1608,1117,961,,6910721302,1,2/2/2022,-1.00,EA,323415550,
143356,1608,1117,961,,6910629452,6,1/27/2022,-2.00,EA,323410426,
143356,1608,1117,961,,6910330649,9,1/5/2022,-2.00,EA,323335838,
145735,1608,1111,961,,6910490775,1,1/18/2022,-1.00,EA,323377078,
179728,1608,7001,201,,6912356203,4,6/2/2022,-365.000,TOZ,,6004510120
179728,1608,1111,201,,6911452277,1,3/28/2022,-365.000,TOZ,,6004510120
179734,1608,1111,201,,6912294645,1,5/30/2022,-15.00,EA,,6004510120
179734,1608,1111,961,,6912130304,1,5/17/2022,-33.00,EA,323803628,
179793,1608,9003,961,,6912130304,2,5/17/2022,-9.00,EA,323803628,
189255,1608,1117,961,,6912402469,1,6/7/2022,-20.00,L,323877710,
189255,1608,1111,961,,6912280133,4,5/28/2022,-60.00,L,323835350,
189255,1608,1111,961,,6912039216,2,5/10/2022,-100.00,L,323779310,
189255,1608,1111,961,,6911730010,1,4/16/2022,-80.00,L,323692997,
189255,1608,1111,961,,6911660143,2,4/11/2022,-60.00,L,323680701,
189255,1608,1111,201,,6911515061,6,3/31/2022,-20.00,L,,6004510293
189255,1608,1111,961,,6911430476,2,3/25/2022,-80.00,L,323575186,
189255,1608,1111,961,,6911043396,1,2/25/2022,-80.00,L,323507735,
189255,1608,1111,961,,6910478623,1,1/16/2022,-80.00,L,323366721,
189255,1608,1111,201,,6910376355,1,1/9/2022,-20.00,L,,6004510017
189268,1608,1115,201,,6912404293,1,6/7/2022,-205.00,L,,6004510017
189268,1608,1115,961,,6912252386,1,5/26/2022,-208.00,L,323831227,
189268,1608,1117,961,,6912231004,1,5/25/2022,-208.00,L,323831227,
189268,1608,1117,961,,6912213492,1,5/24/2022,-416.00,L,323828621,
189268,1608,1117,961,,6912213491,1,5/24/2022,-416.00,L,323827308,
189268,1608,1117,961,,6912189590,6,5/22/2022,-208.00,L,323809066,
189268,1608,1117,961,,6911980119,3,5/5/2022,-416.00,L,323760614,
189268,1608,1117,961,,6911980114,1,5/5/2022,-416.00,L,323749376,
189268,1608,1117,961,,6911965586,6,5/4/2022,-416.00,L,323756721,
189268,1608,1117,961,,6911949191,1,5/3/2022,-208.00,L,323648505,
189268,1608,1117,961,,6911962284,1,5/3/2022,-416.00,L,323754835,
189268,1608,1117,961,,6911949194,4,5/3/2022,-208.00,L,323748270,
189268,1608,1117,961,,6911914117,7,4/29/2022,"-1,664.00",L,323648507,
189268,1608,1117,961,,6911839743,4,4/25/2022,"-1,664.00",L,323648507,
189268,1608,1117,961,,6911735333,1,4/18/2022,"-1,664.00",L,323648505,
189268,1608,1117,961,,6911729386,1,4/16/2022,-832.00,L,323648507,
189268,1608,1117,961,,6911718054,2,4/15/2022,-208.00,L,323691551,
189268,1608,1117,961,,6911717668,1,4/15/2022,-208.00,L,323692440,
189268,1608,1117,961,,6911717667,8,4/15/2022,-416.00,L,323692435,
189268,1608,1117,961,,6911685433,1,4/13/2022,-208.00,L,323679748,
189268,1608,1117,961,,6911683354,1,4/12/2022,"-1,664.00",L,323648503,
189268,1608,1117,961,,6911624293,4,4/8/2022,-415.00,L,323669933,
189268,1608,1117,961,,6911624291,2,4/8/2022,-416.00,L,323648507,
189268,1608,1117,961,,6911620016,2,4/7/2022,-416.00,L,323668170,
189268,1608,1117,961,,6911621507,3,4/7/2022,-416.00,L,323667254,
189268,1608,1117,961,,6911620019,1,4/7/2022,-208.00,L,323669766,
189268,1608,1117,961,,6911620015,1,4/7/2022,-416.00,L,323669281,
189268,1608,1117,961,,6911620018,1,4/7/2022,-416.00,L,323669282,
189268,1608,1117,961,,6911589437,9,4/6/2022,-416.00,L,323663295,
189268,1608,1117,961,,6911589516,7,4/6/2022,-416.00,L,323661154,
189268,1608,1117,961,,6911589722,9,4/6/2022,-416.00,L,323656650,
189268,1608,1117,961,,6911589519,1,4/6/2022,-416.00,L,323661152,
189268,1608,1117,961,,6911589553,3,4/6/2022,-416.00,L,323648517,
189268,1608,1117,961,,6911589737,1,4/6/2022,-208.00,L,323648514,
189268,1608,1117,961,,6911570769,1,4/5/2022,-416.00,L,323656897,
189268,1608,1117,961,,6911570241,6,4/5/2022,-832.00,L,323656462,
189268,1608,1117,961,,6911570139,4,4/5/2022,-416.00,L,323656464,
189268,1608,1117,961,,6911567821,1,4/4/2022,-416.00,L,323656629,
189268,1608,1117,961,,6911567827,1,4/4/2022,-416.00,L,323648507,
189268,1608,1117,961,,6911546263,1,4/2/2022,-208.00,L,323558343,
189268,1608,1117,961,,6911546264,1,4/2/2022,-208.00,L,323558543,
189268,1608,1117,961,,6911546265,1,4/2/2022,-208.00,L,323426543,
189268,1608,1117,961,,6911522403,2,4/1/2022,-416.00,L,323647527,
189268,1608,1117,961,,6911522405,1,4/1/2022,-416.00,L,323647522,
189268,1608,1117,961,,6911504172,1,3/31/2022,-624.00,L,323641924,
189268,1608,1117,961,,6911504028,2,3/31/2022,-416.00,L,323539894,
189268,1608,1117,961,,6911504029,4,3/31/2022,-208.00,L,323643593,
189268,1608,1117,961,,6911498753,1,3/30/2022,-416.00,L,323641914,
189268,1608,1117,961,,6911445155,1,3/27/2022,-832.00,L,323574608,
189268,1608,1117,961,,6911409558,1,3/24/2022,"-1,664.00",L,323539898,
189268,1608,1117,961,,6911409644,1,3/24/2022,-208.00,L,323590180,
189268,1608,1117,961,,6911409598,1,3/24/2022,-208.00,L,323590176,
189268,1608,1117,961,,6911409642,1,3/24/2022,-208.00,L,323590182,
189268,1608,1117,961,,6911377274,1,3/22/2022,-416.00,L,323606607,
189268,1608,1117,961,,6911360389,1,3/21/2022,"-1,664.00",L,323574608,
189268,1608,1117,961,,6911371661,1,3/21/2022,-208.00,L,323601856,
189268,1608,1117,961,,6911371650,1,3/21/2022,-208.00,L,323601859,
189268,1608,1117,961,,6911352716,1,3/18/2022,-416.00,L,323590319,
189268,1608,1117,961,,6911310078,3,3/16/2022,"-1,248.00",L,323539898,
189268,1608,1117,961,,6911290565,1,3/15/2022,-416.00,L,323578971,
189268,1608,1117,961,,6911272503,7,3/14/2022,-416.40,L,323576869,
189268,1608,1117,961,,6911268595,5,3/13/2022,-416.00,L,323576396,
189268,1608,1117,961,,6911268257,1,3/13/2022,"-1,664.00",L,323574608,
189268,1608,1117,961,,6911268594,7,3/13/2022,-416.00,L,323576399,
189268,1608,1117,961,,6911229649,1,3/9/2022,-416.00,L,323539896,
189268,1608,1117,961,,6911230925,2,3/9/2022,"-1,664.00",L,323539895,
189268,1608,1117,961,,6911230924,2,3/9/2022,"-2,496.00",L,323539898,
189268,1608,1117,961,,6911211652,7,3/8/2022,-208.00,L,323555855,
189268,1608,1117,961,,6911211654,7,3/8/2022,-208.00,L,323558541,
189268,1608,1117,961,,6911211655,1,3/8/2022,-416.00,L,323539896,
189268,1608,1117,961,,6911176856,1,3/6/2022,"-1,664.00",L,323539895,
189268,1608,1117,961,,6911135499,1,3/2/2022,"-1,248.00",L,323539896,
189268,1608,1117,961,,6911135500,1,3/2/2022,"-1,248.00",L,323539895,
189268,1608,1117,961,,6911068905,3,2/28/2022,-832.00,L,323454288,
189268,1608,1118,961,,6911063463,9,2/27/2022,-416.00,L,323520043,
189268,1608,1117,961,,6911063465,9,2/27/2022,-208.00,L,323520042,
189268,1608,1117,961,,6911063464,9,2/27/2022,-208.00,L,323520041,
189268,1608,1118,961,,6910985796,2,2/22/2022,"-1,664.00",L,323454288,
189268,1608,1117,961,,6910965593,7,2/21/2022,-832.00,L,323415538,
189268,1608,1117,961,,6910961439,1,2/20/2022,-208.00,L,323498914,
189268,1608,1117,961,,6910961433,1,2/20/2022,-416.00,L,323462473,
189268,1608,1117,961,,6910943285,8,2/18/2022,-416.00,L,323493163,
189268,1608,1117,961,,6910923595,7,2/16/2022,-208.00,L,323488388,
189268,1608,1117,961,,6910869808,1,2/13/2022,"-1,664.00",L,323415538,
189268,1608,1117,961,,6910869700,1,2/13/2022,"-1,664.00",L,323462473,
189268,1608,1117,961,,6910861803,2,2/11/2022,-416.00,L,323465675,
189268,1608,1117,961,,6910848654,7,2/11/2022,-208.20,L,323461535,
189268,1608,1117,961,,6910848656,8,2/11/2022,-208.00,L,323461532,
189268,1608,1117,961,,6910861776,1,2/11/2022,-416.00,L,323415697,
189268,1608,1117,961,,6910848609,9,2/11/2022,-208.00,L,323463311,
189268,1608,1117,961,,6910846968,4,2/10/2022,-416.00,L,323461307,
189268,1608,1117,961,,6910830938,6,2/10/2022,-208.00,L,323459003,
189268,1608,1117,961,,6910846807,7,2/10/2022,-416.00,L,323461304,
189268,1608,1117,961,,6910846966,1,2/10/2022,-208.00,L,323461308,
189268,1608,1117,961,,6910846970,4,2/10/2022,-416.00,L,323461310,
189268,1608,1117,961,,6910846963,6,2/10/2022,-416.00,L,323460520,
189268,1608,1117,961,,6910829590,7,2/9/2022,-208.00,L,323455970,
189268,1608,1117,961,,6910829500,8,2/9/2022,-208.00,L,323455869,
189268,1608,1117,961,,6910829495,8,2/9/2022,-208.00,L,323455868,
189268,1608,1117,961,,6910829641,7,2/9/2022,-208.00,L,323456647,
189268,1608,1117,961,,6910829606,1,2/9/2022,-208.00,L,323455946,
189268,1608,1117,961,,6910829586,7,2/9/2022,-416.00,L,323455870,
189268,1608,1117,961,,6910809529,3,2/8/2022,"-1,664.00",L,323454288,
189268,1608,1117,961,,6910809006,2,2/8/2022,-208.00,L,323452515,
189268,1608,1117,961,,6910809652,7,2/8/2022,-208.00,L,323452542,
189268,1608,1117,961,,6910810383,7,2/8/2022,-208.00,L,323454155,
189268,1608,1117,961,,6910772677,1,2/7/2022,-416.40,L,323446443,
189268,1608,1117,961,,6910771527,6,2/6/2022,-416.00,L,323446406,
189268,1608,1117,961,,6910771528,7,2/6/2022,-416.00,L,323446405,
189268,1608,1117,961,,6910767870,1,2/5/2022,-416.00,L,323443504,
189268,1608,1117,961,,6910764677,5,2/5/2022,-416.00,L,323441465,
189268,1608,1117,961,,6910767869,1,2/5/2022,"-1,664.00",L,323415538,
189268,1608,1117,961,,6910765061,4,2/5/2022,-416.00,L,323415697,
189268,1608,1117,961,,6910752099,1,2/4/2022,-416.00,L,323439376,
189268,1608,1117,961,,6910738434,1,2/3/2022,-416.00,L,323432491,
189268,1608,1117,961,,6910739631,1,2/3/2022,"-1,664.00",L,323415552,
189268,1608,1117,961,,6910739632,1,2/3/2022,-832.00,L,323415552,
189268,1608,1117,961,,6910721682,6,2/2/2022,-208.00,L,323428753,
189268,1608,1117,961,,6910721681,7,2/2/2022,-416.00,L,323428754,
189268,1608,1117,961,,6910721305,5,2/2/2022,"-1,664.00",L,323415552,
189268,1608,1117,961,,6910721750,8,2/2/2022,-832.00,L,323432482,
189268,1608,1117,961,,6910722184,5,2/2/2022,-208.00,L,323432491,
189268,1608,1117,201,,6910663194,1,1/29/2022,-208.00,L,,6004510017
189268,1608,1117,961,,6910646124,1,1/28/2022,-832.00,L,323326873,
189268,1608,1117,961,,6910661364,1,1/28/2022,"-1,664.00",L,323415550,
189268,1608,1117,961,,6910628497,2,1/27/2022,-832.00,L,323408534,
189268,1608,1117,961,,6910608213,2,1/26/2022,-624.00,L,323326873,
189268,1608,1117,961,,6910565185,1,1/23/2022,-832.00,L,323326873,
189268,1608,1117,961,,6910565159,2,1/23/2022,-832.00,L,323326874,
189268,1608,1117,961,,6910529520,1,1/20/2022,-416.00,L,323381387,
189268,1608,1117,961,,6910490098,1,1/18/2022,-416.00,L,323379032,
189268,1608,1117,961,,6910485437,1,1/17/2022,"-1,664.00",L,323335628,
189268,1608,1117,961,,6910481605,4,1/17/2022,-416.00,L,323375792,
189268,1608,1117,961,,6910479694,1,1/16/2022,-416.00,L,323374814,
189268,1608,1117,961,,6910477272,1,1/16/2022,-624.00,L,323326871,
189268,1608,1117,961,,6910437374,1,1/13/2022,-208.00,L,323362010,
189268,1608,1117,961,,6910397133,1,1/11/2022,"-1,248.00",L,323326871,
189268,1608,1117,961,,6910381062,1,1/10/2022,"-2,496.00",L,323326873,
189268,1608,1117,961,,6910324369,1,1/5/2022,"-2,080.00",L,323326871,
189268,1608,1117,961,,6910324368,1,1/5/2022,-208.00,L,323326871,
189268,1608,1117,961,,6910304600,5,1/3/2022,-624.00,L,323326874,
189268,1608,1117,961,,6910302075,1,1/2/2022,-832.00,L,323218011,
189268,1608,1117,961,,6910302153,1,1/2/2022,-624.00,L,323125375,
193184,1608,1111,201,,6912356203,2,6/2/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6912255443,1,5/26/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6912143524,2,5/18/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6912070718,2,5/12/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911984985,1,5/5/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911945254,1,5/2/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911882728,1,4/28/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911789530,2,4/21/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911753668,1,4/19/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911689483,1,4/13/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911452280,2,3/28/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911332025,1,3/17/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6911284913,1,3/14/2022,-1.00,EA,,6004510120
193184,1608,1111,201,,6910915764,1,2/16/2022,-2.00,EA,,6004510120
193184,1608,1111,201,,6910318234,1,1/4/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6912255443,4,5/26/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911984985,3,5/5/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911945254,3,5/2/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911689483,2,4/13/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911452280,3,3/28/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911332025,2,3/17/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6911284913,2,3/14/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6910915765,1,2/16/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6910802675,1,2/8/2022,-1.00,EA,,6004510120
193185,1608,1111,201,,6910419734,1,1/12/2022,-1.00,EA,,6004510120
193187,1608,1111,201,,6912356203,5,6/2/2022,-1.00,EA,,6004510120
193187,1608,1111,201,,6911452280,4,3/28/2022,-1.00,EA,,6004510120
193187,1608,1111,201,,6910419734,3,1/12/2022,-1.00,EA,,6004510120
193360,1608,1117,961,,6912375724,2,6/4/2022,-1.00,EA,323860696,
193360,1608,1117,961,,6911168776,2,3/4/2022,-1.00,EA,323549473,
193360,1608,1117,961,,6910608215,1,1/26/2022,-1.00,EA,323405448,
196511,1608,1117,201,,6912363260,1,6/3/2022,-2.00,EA,,6004510293
196511,1608,1111,201,,6910959121,1,2/19/2022,-1.00,EA,,6004510293
197468,1608,1111,201,,6912356203,3,6/2/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6912255443,2,5/26/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6912143524,3,5/18/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911984985,2,5/5/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911945254,2,5/2/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911789530,3,4/21/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911742655,1,4/18/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911689483,3,4/13/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6911333333,1,3/17/2022,-2.00,EA,,6004510120
197468,1608,1111,201,,6911129975,1,3/2/2022,-2.00,EA,,6004510120
197468,1608,1111,201,,6910741823,1,2/3/2022,-1.00,EA,,6004510120
197468,1608,1111,201,,6910318234,2,1/4/2022,-2.00,EA,,6004510120
203469,1608,1111,201,,6910655958,6,1/28/2022,-100.00,EA,,6004510003
205240,1608,1111,201,,6910306524,4,1/3/2022,-2.00,EA,,6004510142
205850,1608,1111,201,,6912407243,6,6/7/2022,-5.00,EA,,6004510142
205969,1608,1111,201,,6910306524,7,1/3/2022,-10.00,EA,,6004510142
206051,1608,1117,201,,6911402299,1,3/23/2022,-10.00,BOX,,6004510142
206051,1608,1111,201,,6910306524,8,1/3/2022,-5.00,BOX,,6004510142
206056,1608,1111,201,,6910306525,4,1/3/2022,-10.00,BOX,,6004510142
206889,1608,1111,201,,6910306524,3,1/3/2022,-5.00,EA,,6004510142
206902,1608,1111,201,,6910306524,5,1/3/2022,-2.00,EA,,6004510142
206903,1608,1111,201,,6910306524,6,1/3/2022,-2.00,EA,,6004510142
207119,1608,9003,201,,6911469451,2,3/29/2022,-7.00,BTL,,6004510016
207120,1608,1111,201,,6912294648,10,5/30/2022,-4.00,BTL,,6004510016
207122,1608,1111,201,,6912294648,11,5/30/2022,-6.00,BTL,,6004510016
