PSL,SubPSL,SAP Profit Center,Plant,Material,Description,SAP Base UOM,Unit Value L31
Production Enhancement,Other Production Enhancement,6001070700,1600,102848934,"TRANS,ALLISON,9823 OFS,CEC5, CAT 3512",EA,115000
Production Enhancement,Other Production Enhancement,6001070700,1600,739417,HAL COE HDD (LEGAL),EA,555.53
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000592,"V,CHK,1/8,FEM INL,MALE OUT,WTH 70 DURO",EA,25.38
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000924,VALVE - CHECK - CHECK-ALL - 1 IN. -,EA,81.23
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000946,"O-RING,90 DURO,1 1/16 X 7/8 X 3/32",EA,0.06
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000974,"O-RING,5 X 4 3/4 X 1/8,568-248,90 DURO",EA,0.62
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000975,"O-RING,5-1/4 X 5 X 1/8,568-250,90D,DATE",EA,0.65
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000979,"O-RING,90 DURO,5 3/4 X 5 1/2,1/8",EA,0.77354
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000993,"O-RING,90 DURO,6 3/8 X 6 X 3/16,568-361",EA,1.02
Production Enhancement,Frac / Acid Summary,6001010016,1602,100000996,"SPR,2 IN,10000# TY A-4,CHK V",EA,3.96
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001010,"VLV,LO TORC,1 X 2,15K PSI WP,2-1502-NXT",EA,763.95
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001011,"VLV,CHK,HALL,2 IN,15K WP,1502 ENDS",EA,1143.67
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001012,"STEM ASSY,2 IN 15000 PSI,WP CHK V W 2 IN",EA,101.09
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001023,1 IN STD SVCE LO TORC VLV,EA,125.8
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001057,"VLV,BTFL,2 IN,NITRILE SEAT-DI DISC-DI BD",EA,78.5
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001095,"SEAT,BTFL,V-3 IN,BNO-12N-NIT,SUPERSEDES",EA,10.98
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001101,"DISC,BTFL,V-3 IN,D,12-DUC I SUPERSEDES",EA,15.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001104,"OTD - SEAL,END,BIG IN,3 IN BORE,20000 WP",EA,91.13
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001106,"CAGE,SLIP-IN,3 IN CV,INT SPR PROTR,INVST",EA,35.58
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001109,"SEAT,3 IN 15 KSI DART CHK VLV,3 1502 THD",EA,262.48
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001110,"STEM ASSY,3 IN 15000 WP CHK V",EA,77.55
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001112,"VLV,CHK,FLPR,3 IN,15 KSI,3 IN 1502 UNN",EA,1670.17
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001114,"RTNR,SEAL,3 IN FO FLPR CHK VLV",EA,54.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001115,"HNGE,FLPR,F/ 3/8 DIA HNGE PIN,CHK V",EA,14.45
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001116,"SEAL,CHK V,FLPR,3 IN FO,SPEC 70.72000",EA,16.62
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001118,"FLPR,3 IN FO CHKVLV,SPHER,CARBURIZED",EA,54.95
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001121,"INSR,WR,CARBURIZED,3 IN HI- RATE CHK V",EA,384.27
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001122,STEM ASSY - 3 IN HI-RATE CHECK VALVE,EA,326.96
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001123,"SEAT,CHK V,3 IN HI-RATE,15 KSI,1502 NUT",EA,673.19
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001125,"VLV,PLG,LO TORC,3 IN,15000 WP,1502 UNN",EA,5028.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001137,"VLV,BTFL,3 IN,NITRILE SEAT-DI DISC-DI BD",EA,88.1
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001142,"KIT,REPR,3 1/16 IN STD SERV LO TORC,5000",EA,705.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001145,"STEM,BTFL,V-4 IN,UPR-12-410,STNLS STL",EA,20.07
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001146,"SEAT,BTFL,V-4 IN,BNO-12-NIT,SUPERSEDES",EA,15.85
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001147,"DISC,BTFL,V-4 IN,D,12-DUC,I SUPERSEDES",EA,18.39
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001149,"VLV,BTFL,4 IN,NBR SEAT,DI DISC,GENL SVCE",EA,97.04
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001150,"HDL,OPERG,4,5 & 6 IN WECO,MODEL 12N",EA,12.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001153,"SEAT,4"",12-22-22L,HYPALON,FMC 3229190",EA,15.73
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001159,"OTD - SEAL,4 INCH BIG INCH,MOLDED",EA,170.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001168,"SEAT,BTFL,V-5 IN,BNO-12-NIT SUPERSEDES",EA,12.7
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001175,"DISC,5"",DI ECFTE.POWDER,FMC 3248500",EA,118.68
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001176,"SEAT,V,BTFL,HALL 5 IN,NIT,GENL LIQ SVCE",EA,15.53
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001179,"VLV,BTFL,5 IN,RED RBR SEAT-8620 CARBURIZ",EA,183.47
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001182,"DISC,BTFL,V-6 IN,D,12-DUC I SUPERSEDES",EA,27.76
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001183,"SEAT,6"",NITRILE,FMC 3222470",EA,17.04
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001193,"VLV,BTFL,8 IN,NITRILE SEAT-DI DISC-DI BD",EA,260.1
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001196,"SEAT,8"",NITRILE,FMC 3222568",EA,28.28
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001197,"DISC,8"",DUCTILE IRON,FMC 3219951",EA,47.08
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001198,"DISC,10"",DUCTILE IRON,FMC 3219952",EA,87.64
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001201,"SEAT,10"",NITRILE,FMC 3222570",EA,40.89
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001202,"HDL,OPERG,8 & 10 IN MODEL,12N BTFL V",EA,60.99
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001203,"DISC,12"",DUCTILE IRON,FMC 3219953",EA,133.45
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001204,"SEAT,12"",NITRILE,FMC 3222572",EA,65
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001231,COUPLING - VICTAULIC - 6 IN. - STYLE,EA,342.04
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001274,"SEAL,UNN,2 IN FIG 602&1502,FMC#3201465",EA,0.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001275,"SEAL R,2"",402-602-1002-1502,FMC 3232434",EA,12.72
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001281,"RTNR SEG,2 IN,1502,15000 PSI CWP,STD",EA,5.24
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001292,"R,SEAL,3 IN 602,1002,1502,2002,AE RING",EA,5
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001299,"UN,WG,4 IN FIG 206,2000 PSI,FEM LP,STL",EA,149.63
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001300,"UNN HLF,FEM,4 IN 206,2000 PSI,4 IN FPT",EA,37.43
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001301,"UNN HLF,MALE,4 IN 206,2000 PSI,4 IN FPT",EA,38.89
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001302,"NUT,WING UNION,4 IN 206,2000 PSI WP,STL",EA,48.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001310,"NUT,WG,5 1/2 IN SUCT UNN",EA,64.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001333,"SWVL JT,2 IN,15000 PSI,STYLE 10 MXM,FMC",EA,921.23
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001336,"SWVL JT,2 IN,15000 PSI,STYLE 50 MXF,FMC",EA,722.6
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001338,"JT,UNN COMB,2 IN,15000 PSI,STYLE 50 3X2",EA,816.74
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001339,"SWVL JT,50,3-1502-NXT,15K,ORDR 103091369",EA,1561.81
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001341,"SWVL JT,10,3-1502-NXN,15K,ORDR 103091370",EA,1951.55
Production Enhancement,Other Production Enhancement,6001070700,1602,100001366,"ALTNTR,12V,51A,MODEL,NEG GND,CW ROT",EA,209.15
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001402,"PMP,ROT GEAR,BRZ,1 1/4 IN,50 GPM",EA,1214.42
Production Enhancement,Other Production Enhancement,6001070700,1602,100001476,SCREW - 9 IN O.D. - 9 IN PITCH - 9 IN,EA,36.92
Production Enhancement,Other Production Enhancement,6001070700,1602,100001676,"DMPR,GGE MT,SPCL",EA,0
Production Enhancement,Frac / Acid Summary,6001010016,1602,100001837,"LUBT,V,LTQ,STICK,WTH MOLY,SPCL",EA,7.46
Production Enhancement,Other Production Enhancement,6001070700,1602,100002077,"PU,FL METR, 7/8 AND LRGR METR, 5/8 THRD",EA,26.87
Production Enhancement,Other Production Enhancement,6001070700,1602,100002122,CONNECTOR - TRAILER - RECEPTACLE -,EA,16.95
Production Enhancement,Other Production Enhancement,6001070700,1602,100002212,"ENCDR,OPT,924-01039-3344,EXTND TEMP RNG,",EA,281.3
Production Enhancement,Other Production Enhancement,6001070700,1602,100002221,PICKUP - MAGNETIC - 3/4-16 UNF - 1.79,EA,45.85
Production Enhancement,Other Production Enhancement,6001070700,1602,100002289,"CAP,DUST,CONN,FOR NO. 14 PLUG,ULTEM,",EA,13.59
Production Enhancement,Other Production Enhancement,6001070700,1602,100002292,"CAP,DST,CONN,F/ NO14 RCPT,ULTEM",EA,16.13
Production Enhancement,Other Production Enhancement,6001070700,1602,100002299,NUT - COUPLING - #14 - CASTELLATED -,EA,60.45
Production Enhancement,Other Production Enhancement,6001070700,1602,100002300,"CONN,CA,MS TY 14S-2S,SPEC",EA,67.61
Production Enhancement,Other Production Enhancement,6001070700,1602,100002302,"CONN,CA,MS TY 10SL-4S,SPEC 70.70682",EA,35.47
Production Enhancement,Other Production Enhancement,6001070700,1602,100002308,"RCPT,FLG,MS TY 14S-5S",EA,49.26
Production Enhancement,Other Production Enhancement,6001070700,1602,100002342,"CONN,PLUG,ENVIR,SPCL PURPOSE",EA,104.06
Production Enhancement,Other Production Enhancement,6001070700,1602,100002343,"CONN,PLUG,ENVIR,SPCL PURPOSE,CAN BE USED",EA,23.55
Production Enhancement,Other Production Enhancement,6001070700,1602,100002344,CONNECTOR - PLUG - ENVIRONMENTAL -,EA,119.88
Production Enhancement,Other Production Enhancement,6001070700,1602,100002369,SOLENOID - 80 AMP - 12V - CONTINUOUS,EA,18.74
Production Enhancement,Other Production Enhancement,6001070700,1602,100002411,"XDCR,PRESS,0-15000 PSI,4-20 MA,1502,SAFE",EA,735.41
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002537,"PIN,ROLL,79-040-187-1875,3/16 X 1 7/8",EA,0.14
Production Enhancement,Other Production Enhancement,6001070700,1602,100002540,"SPR,PNEU LFT,12.625 CPRS LG X19.625,60LB",EA,12.73
Production Enhancement,Other Production Enhancement,6001070700,1602,100002618,"V,HYDR,PROPORTIONAL DIR CONT,D1FH,24V",EA,2087.88
Production Enhancement,Other Production Enhancement,6001070700,1602,100002643,"FLTR,ENGINE,FUEL,PRI,SPIN-ON,12",EA,15.27
Production Enhancement,Other Production Enhancement,6001070700,1602,100002657,"FLTR,FUEL,PRI,F/CAT3406,3176,C10,3412",EA,15.07
Production Enhancement,Other Production Enhancement,6001070700,1602,100002662,"ALTNTR,24VDC,90 AMP,SELF EXCTD 1 W SYS",EA,458.48
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002670,"KIT,REPR,2 IN 15 KSI FMC LONGSWEEP SWVL",EA,18.22
Production Enhancement,Other Production Enhancement,6001070700,1602,100002761,SLEEVE - HARD SURFACED - MIXER TANK -,EA,137.37
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002804,"RTNR,PSH ROD SEAL HSG,L2 SPCR,HT400 PMP",EA,49.51
Production Enhancement,Other Production Enhancement,6001070700,1602,100002811,"NUT,1-14 NF,INTL WR,1.03 THD LG",EA,19.79
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002824,"VLV,HT-400,3.38,4.0 IN,FRAC",EA,29.85
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002825,"SEAT,V,HT-400,NO. 3 FRAC,TPRD",EA,39.15
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002829,"RING,SPCR,NO.3 DISCH VLV CYL HD COV,3.38",EA,8.3
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002830,"GSKT,3 DISCH VLV & CYLHD COV,3 3/8 HT-40",EA,3.16
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002832,"PSH ROD,TWO PC NOSE,L-SPCR,HT-400",EA,248.1
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002838,"RTNR,GID BSHG,HT400,3.38,4.0 IN,TPRD",EA,28.78
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002863,"RTNR,LUG,V SEAT P TL,HT-400,3.38 IN",EA,32.35
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002870,"LNR,TWO PC BSHG,VLV GDE,HT-400,NO. 5 FRA",EA,1.31
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002874,"SEAT,VLV,HT-400,NO. 4 FRAC,TPRD",EA,50.89
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002875,"VLV,HT-400,4.5 IN,FRAC,BOX OF 6",EA,27.64
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002877,"RING,SPCR,NO.4 DISCH VLV CYL HD COV,4.50",EA,6.67
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002884,"SEAL ASSY,PLGR NOSE,HT-400,4.0 IN",EA,24.1
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002892,"CARR,SEAL & PKG,HT-400,4.0 IN",EA,52.7
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002896,"ADPTR,HEADER RING,4 X 5,HT-400 FE",EA,5.79
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002902,"COV,CYL HD,HT-400,4.0 IN",EA,54.1
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002908,"LUG,VLV SEAT PULLER,NO 5 FRAC,HT400 FE",EA,71.62
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002909,"SPRDR,PULLER LUG,4 1/2 & 6 IN,HT-400 V",EA,29.84
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002911,"NOSE,PLGR,HT-400,4.0 IN,TY CERT",EA,67.55
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002915,"FLUID END SECT,HT-400,4.00 IN,NO SLV",EA,3965.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002917,"PLGR,4.0 IN,HD SUR,L-SPCR,TY CERT,HT-400",EA,315.31
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002938,"COV,DISCH,HT-400,4.0,4.5 IN,DBL GID V",EA,94.16
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002940,"SEAL,PLGR NOSE ASSY,HT-400,4.5",EA,9.73
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002944,"CARR,SEAL & PKG,HT-400,4.5 IN",EA,0
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002948,"ADPTR,HDR R,4 1/2 X 5 1/2,HT-400FE",EA,7.84
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002952,"COV,CYL HD,HT-400,4.5 IN",EA,117.42
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002960,"VLV,HT-400,5.0,6.0 IN,FRAC,BOX OF 3",EA,32.69
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002972,"BOOT,SUCT & STOP,HT-400,NO.3,NO.4,NO.5",EA,0.19
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002974,"SPCR,INR,DISCH PASSAGE SEAL,HT-400,5.75",EA,24.88
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002975,"SEAL,DISCH PASSAGE,HT-400,3.375",EA,9.77
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002976,"NUT,TOP TIE BOLT,HT-400,TY CERT",EA,25.25
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002977,"WR,PKRG NUT ADJ,5 3/4 HT-400 FLUID END",EA,39.37
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002980,"WR,LKNT,HT-400 FLUID END & PWR END",EA,182.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100002992,"FLG,DISCH,HT400,4.0-6.0 IN,STR,TYCRTD",EA,684.49
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003037,"ROD,V SEAT PULLER,HT-2000,FLUID END",EA,358.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003063,"RTNR,DISCH COV,6 IN,HT-2000,15K WP",EA,201.58
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003250,"HOSE ASSY,SUCT,4 IN X 10 FT,PRSRZD,WTH",EA,1229.05
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003267,"DISCH JT,STR,2 X 18 IN,15000 PSI WP",EA,400.3
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003269,"DISCH JT,STR,2 X 42 IN,15000 PSI WP",EA,437.52
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003270,"DISCH JT,STR,3 X 24 IN,15000 PSI WP",EA,492.83
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003271,"DISCH JT,STR,3 X 72 IN,15000 PSI WP",EA,650.32
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003272,"DISCH JT,STR,3 X 36 IN,15000 PSI WP",EA,530.77
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003274,"NUT,HEX,F/ 2 IN 1502 PRESS XDCR",EA,147.16
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003276,"NIP,CHGOV,2 IN FIG 1502 THD HLF X 2",EA,374.26
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003282,"NIP,CHGOV,2 IN 1502 NUT X 2 IN 1502 NUT",EA,362.4
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003284,"TEE,DISCH,2 IN 1502 NUT X THD X THD",EA,467.3
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003287,"TEE,DISCH,3 IN 1502 NUT X THD X THD,DNV",EA,1174.29
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003288,"TEE,DISCH,3 IN 1502 NUT X 3 IN 1502",EA,1135.78
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003440,"CAP,RTNG,EP DNSOMTR,PM TUBE ASSY",EA,28.6
Production Enhancement,Frac / Acid Summary,6001010016,1602,100003474,"KIT,REPR,CAL,2 IN,FLOMETR,CD-4MCU RTR",EA,132.01
Production Enhancement,Frac / Acid Summary,6001010016,1602,100004097,"RING,PKR,END,85 DURO,4.50 OD,5 1/2 IN 13",EA,32.42
Production Enhancement,Other Production Enhancement,6001070700,1602,100007530,VALVE - RELIEF - DIRECT ACTING - 5800,EA,350.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100007633,"VLV,CHK,HALL,3 IN,15000 PSI,7.50 IN HUB",EA,1109.38
Production Enhancement,Other Production Enhancement,6001070700,1602,100007801,"CA,MLD,PRS/TEMP, 30FT,SPEC",EA,215.98
Production Enhancement,Other Production Enhancement,6001070700,1602,100007802,"CA,MLD,FL,SPEC",EA,170.51
Production Enhancement,Frac / Acid Summary,6001010016,1602,100007820,"RTNR,COV,HT400,4.0 IN",EA,90.08
Production Enhancement,Frac / Acid Summary,6001010016,1602,100007821,"FLG,DISCH,HT-400,4.0,4.5,5.0,6.0 IN,BLK,",EA,374.02
Production Enhancement,Frac / Acid Summary,6001010016,1602,100007823,"RTNR,PROT CYL HD COV,HT400,4.5 IN",EA,412.56
Production Enhancement,Other Production Enhancement,6001070700,1602,100007849,"MANF,15000 PSI WP,TWO 4 IN BIG INCH HUBS",EA,5529.26
Production Enhancement,Frac / Acid Summary,6001010016,1602,100007851,"ELB,DISCH,4 IN BIG IN OUTLET X 3 IN/7.5",EA,3215.72
Production Enhancement,Other Production Enhancement,6001070700,1602,100008168,NUT - COUPLING - #10 - CASTELLATED -,EA,91.44
Production Enhancement,Frac / Acid Summary,6001010016,1602,100008282,"ELB,2IN 1502 THDD X NUT,15K PSI WP,SR,TC",EA,584.43
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009074,"SEAL EXT,2.168 X 1.853 X 0.77,ESR1-4",EA,24.79
Production Enhancement,Other Production Enhancement,6001070700,1602,100009327,"PU,MAG,INTRNSCLY SAFE,PWR OP,5/8-18-21",EA,73.87
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009371,FLOW METER ASSY - 2 IN - 15000 WP -,EA,3084.16
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009399,"SPR,RETRTR,5 1/2 13-20 CHAMP IV PKR",EA,14.8
Production Enhancement,Other Production Enhancement,6001070700,1602,100009673,"FLTR,ENG,COOLANT,SPIN ON,4 OR 8 UNITS",EA,17.26
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009678,"PLACARD,STD 8,BLK FACE PAGE& LEGENDS:",EA,39.94
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009748,NUT - HEAVY HEX - 1-1/8 X 8UN - A194,EA,2.84
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009788,"CAP,BLKG,4 IN,207",EA,66.15
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009796,"RING,PKR,CTR,75 DURO,4.50 OD,5 1/2 13-20",EA,19.19
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009823,"CPLG,VCTLC,8 IN,STYLE 78,SNAP JT",EA,524.13
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009830,"VLV,BTFL,12 IN,NITRILE SEAT-DI DISC-DI B",EA,580.6
Production Enhancement,Frac / Acid Summary,6001010016,1602,100009929,"KIT,REPAIR,3 IN 15000 PSI WP",EA,22.18
Production Enhancement,Other Production Enhancement,6001070700,1602,100009998,"PL,COV,D01,WTH 10-24 CAP SCRS,LOCK WSHR",EA,21.85
Production Enhancement,Frac / Acid Summary,6001010016,1602,100010124,"CLAMP,HAL BIG INCH,9-1/4 OD HUB,CERT",PR,498.57
Production Enhancement,Frac / Acid Summary,6001010016,1602,100010172,STATOR - VITON - F/ROPER 73201-GHV,EA,589.7
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011074,"PIN,HINGE,3/8 X 2.87 LG FOR 11.3117 1000",EA,45.72
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011693,"SAD,OIL LINE,CROSSHEAD,HT-400 PUMP",EA,9.36
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011711,"RTNR,PROT CYL HD COV,HT400,4.0 IN",EA,447.03
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011713,"NUT,PULLER,V SEAT PULLER,4 IN & 4 1/2",EA,79.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011831,"ADAPTER,2 IN 1502 THD X 2 IN 602 WING",EA,1003.46
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011927,"DISCH JT,STR,3 X 48 IN,15000 PSI WP",EA,549.49
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011928,"DISCH JT,STR,3 X 94 IN,15000 PSI WP",EA,757.9
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011936,"NIP,CHGOV,3 IN 1502 THDD X 2 7/8 EUE",EA,382.81
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011937,"NIP,CHGOV,3 IN 1502 THDD X 2 IN 1502",EA,424.05
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011945,"NIP,CHGOV,3 IN 1502 THDD X 3 1/2 EUE",EA,427.74
Production Enhancement,Frac / Acid Summary,6001010016,1602,100011952,"NIP,CHGOV,2 IN FIG 1502 THDD HLF X 2 IN",EA,209.51
Production Enhancement,Frac / Acid Summary,6001010016,1602,100012090,"FL METR ASSY,6 IN FL RANGE: 6800 TO",EA,1932.82
Production Enhancement,Frac / Acid Summary,6001010016,1602,100012629,"INTEN,AIR/OIL,30000 PSI",EA,2171.78
Production Enhancement,Other Production Enhancement,6001070700,1602,100012649,"MTR, HYD,GEROTOR,17.1 CI,3000 PSI MAX",EA,674.7
Production Enhancement,Frac / Acid Summary,6001010016,1602,100012789,"STATOR,VIT,F/ ROPER 733025 GHV",EA,370.92
Production Enhancement,Frac / Acid Summary,6001010016,1602,100012790,ROTOR - CHROME PLATED - F/ROPER 733025,EA,275.63
Production Enhancement,Other Production Enhancement,6001070700,1602,100012832,"PRS XDCR,1K,4 TO 20MA / 0 TO 100 PSI NSR",EA,873.85
Production Enhancement,Other Production Enhancement,6001070700,1602,100013226,PUMP - HYD - AXIAL PISTON - 4.0 CIR/65,EA,1769.55
Production Enhancement,Other Production Enhancement,6001070700,1602,100013253,"V,HYDR,DIR CONT,3 POSN SPR CTR,LVR OPER",EA,328.89
Production Enhancement,Other Production Enhancement,6001070700,1602,100013254,"SW,LIM,WITH ADJBL RLR LVR,NEMA 4X RATING",EA,132.88
Production Enhancement,Frac / Acid Summary,6001010016,1602,100014083,"SEAT,WTH 2 IN,1502 MALE UNN HLF,2 IN",EA,243.31
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015038,STUD - 1-1/8-8N-2 X 9-3/8 LG - A193-B7,EA,5.34
Production Enhancement,Other Production Enhancement,6001070700,1602,100015057,"CAP,RAD,15 PSI,MED SZ",EA,4.92
Production Enhancement,Other Production Enhancement,6001070700,1602,100015277,"V,CHK,1/2,200 PSI,FPT,BRZ BDY,MET DISC",EA,21.91
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015494,"BDY,2 IN,15K WP CHK VLV,INTRCHNG ENDS",EA,242.68
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015495,"SEAT,WTH 2 IN,1502 FEM UNN HLF,2 IN",EA,266.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015534,"VLV,PLUG,LO TORC,2 X 1,15K WP,ACID SERV",EA,988.41
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015692,"VLV,PRESS RLF,2 IN,15 KSI,DNV,SPM",EA,1605.2
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015696,KIT - REPAIR - FULL - 2 IN SPM RELIEF,EA,547.5
Production Enhancement,Frac / Acid Summary,6001010016,1602,100015725,"CH,ADJ,2 IN 15000 PSI WP,WTH 2 IN 1502",EA,5567.12
